0, 0, Header, 1, 5, 384
1, 0, Start_track
1, 0, Title_t, "control track"
1, 0, Text_t, "creator: "
1, 0, Text_t, "GNU LilyPond 2.18.2           "
1, 0, Time_signature, 3, 2, 18, 8
1, 0, Tempo, 300000
1, 6912, Time_signature, 4, 2, 18, 8
1, 6912, Tempo, 357142
1, 6912, End_track
2, 0, Start_track
2, 0, Program_c, 0, 29
2, 0, Program_c, 0, 29
2, 0, Instrument_name_t, "overdriven guitar"
2, 0, Control_c, 0, 7, 100
2, 0, Note_on_c, 0, 88, 101
2, 96, Note_on_c, 0, 88, 0
2, 96, Note_on_c, 0, 89, 101
2, 192, Note_on_c, 0, 89, 0
2, 192, Note_on_c, 0, 88, 101
2, 288, Note_on_c, 0, 88, 0
2, 288, Note_on_c, 0, 86, 101
2, 384, Note_on_c, 0, 86, 0
2, 384, Note_on_c, 0, 88, 101
2, 480, Note_on_c, 0, 88, 0
2, 480, Note_on_c, 0, 86, 101
2, 576, Note_on_c, 0, 86, 0
2, 576, Note_on_c, 0, 85, 101
2, 672, Note_on_c, 0, 85, 0
2, 672, Note_on_c, 0, 86, 101
2, 768, Note_on_c, 0, 86, 0
2, 768, Note_on_c, 0, 88, 101
2, 864, Note_on_c, 0, 88, 0
2, 864, Note_on_c, 0, 86, 101
2, 960, Note_on_c, 0, 86, 0
2, 960, Note_on_c, 0, 85, 101
2, 1056, Note_on_c, 0, 85, 0
2, 1056, Note_on_c, 0, 86, 101
2, 1152, Note_on_c, 0, 86, 0
2, 1152, Note_on_c, 0, 88, 101
2, 1248, Note_on_c, 0, 88, 0
2, 1248, Note_on_c, 0, 89, 101
2, 1344, Note_on_c, 0, 89, 0
2, 1344, Note_on_c, 0, 88, 101
2, 1440, Note_on_c, 0, 88, 0
2, 1440, Note_on_c, 0, 86, 101
2, 1536, Note_on_c, 0, 86, 0
2, 1536, Note_on_c, 0, 88, 101
2, 1632, Note_on_c, 0, 88, 0
2, 1632, Note_on_c, 0, 86, 101
2, 1728, Note_on_c, 0, 86, 0
2, 1728, Note_on_c, 0, 85, 101
2, 1824, Note_on_c, 0, 85, 0
2, 1824, Note_on_c, 0, 86, 101
2, 1920, Note_on_c, 0, 86, 0
2, 1920, Note_on_c, 0, 88, 101
2, 2016, Note_on_c, 0, 88, 0
2, 2016, Note_on_c, 0, 86, 101
2, 2112, Note_on_c, 0, 86, 0
2, 2112, Note_on_c, 0, 85, 101
2, 2208, Note_on_c, 0, 85, 0
2, 2208, Note_on_c, 0, 86, 101
2, 2304, Note_on_c, 0, 86, 0
2, 2304, Note_on_c, 0, 88, 101
2, 2400, Note_on_c, 0, 88, 0
2, 2400, Note_on_c, 0, 89, 101
2, 2496, Note_on_c, 0, 89, 0
2, 2496, Note_on_c, 0, 88, 101
2, 2592, Note_on_c, 0, 88, 0
2, 2592, Note_on_c, 0, 86, 101
2, 2688, Note_on_c, 0, 86, 0
2, 2688, Note_on_c, 0, 88, 101
2, 2784, Note_on_c, 0, 88, 0
2, 2784, Note_on_c, 0, 86, 101
2, 2880, Note_on_c, 0, 86, 0
2, 2880, Note_on_c, 0, 85, 101
2, 2976, Note_on_c, 0, 85, 0
2, 2976, Note_on_c, 0, 86, 101
2, 3072, Note_on_c, 0, 86, 0
2, 3072, Note_on_c, 0, 88, 101
2, 3168, Note_on_c, 0, 88, 0
2, 3168, Note_on_c, 0, 86, 101
2, 3264, Note_on_c, 0, 86, 0
2, 3264, Note_on_c, 0, 85, 101
2, 3360, Note_on_c, 0, 85, 0
2, 3360, Note_on_c, 0, 86, 101
2, 3456, Note_on_c, 0, 86, 0
2, 3456, Note_on_c, 0, 91, 101
2, 3552, Note_on_c, 0, 91, 0
2, 3552, Note_on_c, 0, 89, 101
2, 3648, Note_on_c, 0, 89, 0
2, 3648, Note_on_c, 0, 86, 101
2, 3744, Note_on_c, 0, 86, 0
2, 3744, Note_on_c, 0, 84, 101
2, 3840, Note_on_c, 0, 84, 0
2, 3840, Note_on_c, 0, 82, 101
2, 3936, Note_on_c, 0, 82, 0
2, 3936, Note_on_c, 0, 79, 101
2, 4032, Note_on_c, 0, 79, 0
2, 4032, Note_on_c, 0, 82, 101
2, 4128, Note_on_c, 0, 82, 0
2, 4128, Note_on_c, 0, 84, 101
2, 4224, Note_on_c, 0, 84, 0
2, 4224, Note_on_c, 0, 85, 101
2, 4320, Note_on_c, 0, 85, 0
2, 4320, Note_on_c, 0, 84, 101
2, 4416, Note_on_c, 0, 84, 0
2, 4416, Note_on_c, 0, 82, 101
2, 4512, Note_on_c, 0, 82, 0
2, 4512, Note_on_c, 0, 79, 101
2, 4608, Note_on_c, 0, 79, 0
2, 4608, Note_on_c, 0, 77, 101
2, 4704, Note_on_c, 0, 77, 0
2, 4704, Note_on_c, 0, 74, 101
2, 4800, Note_on_c, 0, 74, 0
2, 4800, Note_on_c, 0, 82, 101
2, 4896, Note_on_c, 0, 82, 0
2, 4896, Note_on_c, 0, 79, 101
2, 4992, Note_on_c, 0, 79, 0
2, 4992, Note_on_c, 0, 77, 101
2, 5088, Note_on_c, 0, 77, 0
2, 5088, Note_on_c, 0, 74, 101
2, 5184, Note_on_c, 0, 74, 0
2, 5184, Note_on_c, 0, 72, 101
2, 5280, Note_on_c, 0, 72, 0
2, 5280, Note_on_c, 0, 70, 101
2, 5376, Note_on_c, 0, 70, 0
2, 5376, Note_on_c, 0, 74, 101
2, 5472, Note_on_c, 0, 74, 0
2, 5472, Note_on_c, 0, 72, 101
2, 5568, Note_on_c, 0, 72, 0
2, 5568, Note_on_c, 0, 70, 101
2, 5664, Note_on_c, 0, 70, 0
2, 5664, Note_on_c, 0, 67, 101
2, 5760, Note_on_c, 0, 67, 0
2, 6720, Control_c, 0, 7, 100
2, 6720, Note_on_c, 0, 67, 95
2, 6912, Note_on_c, 0, 67, 0
2, 6912, Note_on_c, 0, 70, 95
2, 7008, Note_on_c, 0, 70, 0
2, 7008, Note_on_c, 0, 67, 95
2, 7104, Note_on_c, 0, 67, 0
2, 7104, Note_on_c, 0, 67, 95
2, 7200, Note_on_c, 0, 67, 0
2, 7200, Note_on_c, 0, 70, 95
2, 7296, Note_on_c, 0, 70, 0
2, 7296, Note_on_c, 0, 67, 95
2, 7392, Note_on_c, 0, 67, 0
2, 7392, Note_on_c, 0, 67, 95
